1_9,99500.0,11600.0,11700.0,11700.0,11600.0,11600.0,11700.0,11500.0,11700.0,11700.0,11500.0,11700.0,11600.0,11600.0,11600.0,11700.0,11700.0,11700.0,11600.0,11600.0,11500.0,11500.0,11600.0,11500.0,11500.0,11600.0,11600.0,11400.0,11600.0,11700.0,11500.0,11700.0,11500.0,11500.0,11400.0,11600.0,11500.0,11700.0,11600.0,11700.0,11500.0,11700.0,11400.0,11700.0,11700.0,11500.0,11700.0,11700.0,11600.0,11600.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,11700.0,11500.0,11500.0
1_9,25400.0,11500.0,11500.0,11500.0,11500.0,11600.0,11600.0,11500.0,11700.0,11600.0,11700.0,11600.0,11700.0,11600.0,11700.0,11600.0,11700.0,11600.0,11700.0,11500.0,11500.0,11500.0,11500.0,11600.0,11700.0,11600.0,11600.0,11500.0,11500.0,11600.0,11500.0,11600.0,11500.0,11700.0,11700.0,11500.0,11500.0,11600.0,11400.0,11700.0,11600.0,11600.0,11500.0,11500.0,11500.0,11600.0,11500.0,11400.0,11600.0,11500.0,11500.0,11500.0,11400.0,11400.0,11300.0,11700.0,11500.0,11700.0,11700.0,11400.0
1_9,20800.0,11700.0,11500.0,11500.0,11600.0,11500.0,11700.0,11600.0,11600.0,11500.0,11600.0,11500.0,11700.0,11500.0,11500.0,11500.0,11700.0,11600.0,11600.0,11600.0,11600.0,11700.0,11500.0,11600.0,11700.0,11700.0,11700.0,11700.0,11500.0,11500.0,11600.0,11600.0,11600.0,11600.0,11500.0,11500.0,11500.0,11700.0,11400.0,11600.0,11400.0,11700.0,11600.0,11400.0,11700.0,11600.0,11500.0,11500.0,11400.0,11600.0,11600.0,11600.0,11700.0,11600.0,11500.0,11500.0,11700.0,11500.0,11500.0,11500.0
1_9,21500.0,11500.0,11600.0,11500.0,11500.0,11700.0,11700.0,11600.0,11700.0,11500.0,11700.0,11500.0,11600.0,11600.0,11500.0,11700.0,11600.0,11500.0,11500.0,11700.0,11500.0,11600.0,11600.0,11600.0,11700.0,11600.0,11500.0,11700.0,11500.0,11500.0,11700.0,11600.0,11400.0,11600.0,11500.0,11600.0,11400.0,11400.0,11400.0,11500.0,11600.0,11600.0,11400.0,11600.0,11600.0,11500.0,11600.0,11600.0,11500.0,11600.0,11700.0,11700.0,11600.0,11700.0,11500.0,11500.0,11700.0,11700.0,11700.0,11500.0
1_9,23200.0,11700.0,11500.0,11400.0,11500.0,11600.0,11500.0,11500.0,11400.0,11600.0,11600.0,11400.0,11600.0,11600.0,11500.0,11500.0,11400.0,11400.0,11600.0,11700.0,11600.0,11400.0,12000.0,11400.0,11500.0,11500.0,11500.0,11700.0,11500.0,11400.0,11400.0,11500.0,11400.0,11600.0,11500.0,11700.0,11500.0,11700.0,11600.0,11400.0,11500.0,11600.0,11600.0,11500.0,11700.0,11500.0,11500.0,11700.0,11700.0,11600.0,11600.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,11600.0,11700.0
1_9,21300.0,11600.0,11400.0,11500.0,11300.0,11500.0,11500.0,11400.0,11500.0,11600.0,11600.0,11700.0,11600.0,11700.0,11600.0,11700.0,11700.0,11600.0,11600.0,11400.0,11700.0,11700.0,11600.0,11500.0,11500.0,11700.0,11700.0,11600.0,11600.0,11700.0,11500.0,11600.0,11500.0,11700.0,11600.0,11600.0,11600.0,11500.0,11600.0,11600.0,11700.0,11500.0,11600.0,11600.0,11500.0,11500.0,11600.0,11600.0,11500.0,11700.0,11400.0,11500.0,11500.0,11400.0,11600.0,11700.0,11300.0,11500.0,11500.0,11400.0
1_9,21600.0,11600.0,11600.0,11600.0,11500.0,11500.0,11600.0,11700.0,11700.0,11700.0,11700.0,11700.0,11600.0,11600.0,11600.0,11600.0,11500.0,11700.0,11600.0,11500.0,11600.0,11600.0,11700.0,11500.0,11500.0,11700.0,11600.0,11600.0,11500.0,11500.0,11500.0,11600.0,11600.0,11700.0,11500.0,11600.0,11600.0,11700.0,11700.0,11700.0,11600.0,11600.0,11700.0,11600.0,11700.0,11600.0,11600.0,11700.0,11500.0,11500.0,11600.0,11600.0,11700.0,11700.0,11500.0,11600.0,11500.0,11600.0,11700.0,11600.0
1_9,21500.0,11600.0,11600.0,11600.0,11700.0,11500.0,11500.0,11600.0,11600.0,11600.0,11700.0,11500.0,11500.0,11600.0,11600.0,11600.0,11500.0,11500.0,11500.0,11500.0,11600.0,11700.0,11600.0,11600.0,11500.0,11600.0,11400.0,11600.0,11400.0,11500.0,11600.0,11300.0,11500.0,11600.0,11700.0,11400.0,11500.0,11400.0,11600.0,11600.0,11600.0,11600.0,11500.0,11600.0,11600.0,11600.0,11700.0,11500.0,11600.0,11700.0,11700.0,11700.0,11700.0,11600.0,11600.0,11700.0,11600.0,11500.0,11600.0,11500.0
1_9,22100.0,11600.0,11500.0,11700.0,11600.0,11500.0,11500.0,11700.0,11500.0,11700.0,11600.0,11700.0,11500.0,11600.0,11700.0,11500.0,11600.0,11600.0,11600.0,11700.0,11500.0,11500.0,11400.0,11500.0,11500.0,11700.0,11700.0,11700.0,11700.0,11600.0,11500.0,11500.0,11500.0,11600.0,11600.0,11700.0,11600.0,11600.0,11700.0,11700.0,11500.0,11600.0,11600.0,11700.0,11700.0,11600.0,11700.0,11600.0,11600.0,11600.0,11600.0,11500.0,11500.0,11500.0,11500.0,11600.0,11500.0,11500.0,11500.0,11600.0
1_9,20900.0,11700.0,11600.0,11600.0,11700.0,11700.0,11500.0,11700.0,11500.0,11700.0,11600.0,11600.0,11700.0,11600.0,11700.0,11600.0,11700.0,11600.0,11500.0,11700.0,11500.0,11700.0,11700.0,11500.0,11700.0,11700.0,11700.0,11700.0,11700.0,11600.0,11600.0,11600.0,11500.0,11600.0,11500.0,11700.0,11600.0,11600.0,11500.0,11500.0,11500.0,11700.0,11600.0,11700.0,11500.0,11700.0,11700.0,11500.0,11600.0,11700.0,11700.0,11700.0,11600.0,11500.0,11600.0,11700.0,11600.0,11500.0,11500.0,11700.0
1_9,21100.0,11800.0,11500.0,11600.0,11400.0,11500.0,11500.0,11500.0,11600.0,11600.0,11600.0,11700.0,11500.0,11600.0,11700.0,11700.0,11500.0,11600.0,11600.0,11700.0,11700.0,11400.0,11600.0,11600.0,11600.0,11600.0,11600.0,11600.0,11800.0,11700.0,11600.0,11700.0,11500.0,11500.0,11700.0,11800.0,11700.0,11600.0,11600.0,11700.0,11800.0,11700.0,11600.0,11600.0,11700.0,11700.0,11700.0,11500.0,11700.0,11600.0,11500.0,11500.0,11700.0,11600.0,11600.0,11700.0,11700.0,11700.0,11500.0,11500.0
1_9,27000.0,11700.0,11500.0,11600.0,11700.0,11500.0,11700.0,11500.0,11600.0,11600.0,11600.0,11700.0,11500.0,11500.0,11700.0,11700.0,11700.0,11600.0,11600.0,11500.0,11500.0,11500.0,11500.0,11400.0,11700.0,11600.0,11600.0,11500.0,11600.0,11600.0,11600.0,11600.0,11700.0,11400.0,11600.0,11700.0,11500.0,11700.0,11600.0,11500.0,11500.0,11500.0,11700.0,11500.0,11700.0,11500.0,11500.0,11600.0,11700.0,11600.0,11600.0,11600.0,11500.0,11600.0,11500.0,11600.0,11600.0,11600.0,11700.0,11500.0
1_9,20600.0,11500.0,11600.0,11700.0,11600.0,11600.0,11600.0,11500.0,11400.0,11600.0,11500.0,11400.0,11700.0,11600.0,11500.0,11600.0,11600.0,11500.0,11500.0,11500.0,11600.0,11700.0,11500.0,11500.0,11700.0,11700.0,11700.0,11500.0,11500.0,11600.0,11700.0,11600.0,11500.0,11700.0,11500.0,11600.0,11600.0,11600.0,11700.0,11700.0,11600.0,11600.0,11600.0,11700.0,11700.0,11600.0,11700.0,11500.0,11600.0,11700.0,11500.0,11600.0,11500.0,11600.0,11600.0,11600.0,11500.0,11700.0,11700.0,11600.0
1_9,21100.0,11500.0,11600.0,11600.0,11600.0,11600.0,11700.0,11600.0,11500.0,11600.0,11600.0,11600.0,11700.0,11600.0,11500.0,11600.0,11600.0,11700.0,11500.0,11600.0,11600.0,11400.0,11600.0,11600.0,11700.0,11500.0,11600.0,11700.0,11700.0,11600.0,11400.0,11600.0,11600.0,11500.0,11500.0,11700.0,11600.0,11500.0,11300.0,11600.0,11600.0,11400.0,11400.0,11500.0,11400.0,11400.0,11400.0,11400.0,11400.0,11400.0,11600.0,11700.0,11600.0,11500.0,11700.0,11600.0,11700.0,11600.0,11500.0,11600.0
1_9,21200.0,11500.0,11600.0,11700.0,11500.0,11500.0,11600.0,11700.0,11600.0,11500.0,11500.0,11600.0,11600.0,11700.0,11700.0,11600.0,11700.0,11600.0,11600.0,11500.0,11700.0,11600.0,11600.0,11600.0,11500.0,11700.0,11500.0,11600.0,11700.0,11600.0,11500.0,11700.0,11600.0,11400.0,11600.0,11400.0,11600.0,11600.0,11500.0,11600.0,11600.0,11700.0,11600.0,11400.0,11500.0,11600.0,11600.0,11500.0,11500.0,11500.0,11700.0,11600.0,11400.0,11600.0,11700.0,11600.0,11600.0,11500.0,11600.0,11500.0
1_9,21700.0,11600.0,11700.0,11600.0,11700.0,11600.0,11500.0,11700.0,11500.0,11500.0,11500.0,11500.0,11600.0,11700.0,11500.0,11600.0,11600.0,11500.0,11700.0,11600.0,11700.0,11500.0,11700.0,11700.0,11500.0,11600.0,11600.0,11600.0,11700.0,11700.0,11700.0,11500.0,11600.0,11600.0,11700.0,11500.0,11500.0,11700.0,11700.0,11500.0,11600.0,11700.0,11500.0,11500.0,11600.0,11700.0,11600.0,11400.0,11600.0,11600.0,11700.0,11500.0,11600.0,11700.0,11700.0,11700.0,11500.0,11600.0,11400.0,11700.0
1_9,24200.0,11500.0,11500.0,11600.0,11600.0,11600.0,11600.0,11600.0,11600.0,11600.0,11500.0,11600.0,11700.0,11700.0,11600.0,11600.0,11900.0,11700.0,11700.0,11600.0,11500.0,11600.0,11500.0,11500.0,11600.0,11600.0,11600.0,11700.0,11700.0,11600.0,11600.0,11600.0,11700.0,11600.0,11600.0,11700.0,11500.0,11500.0,11600.0,11600.0,11600.0,11600.0,11500.0,11700.0,11600.0,11700.0,11600.0,11600.0,11500.0,11700.0,11600.0,11600.0,11600.0,11600.0,11500.0,11500.0,11500.0,11500.0,11600.0,11500.0
1_9,23800.0,11700.0,11700.0,11500.0,11400.0,11700.0,11700.0,11700.0,11600.0,11700.0,11500.0,11500.0,11600.0,11600.0,11600.0,11700.0,11600.0,11700.0,11700.0,11500.0,11500.0,11700.0,11700.0,11600.0,11500.0,11500.0,11500.0,11600.0,11500.0,11500.0,11500.0,11600.0,11700.0,11600.0,11700.0,11600.0,11500.0,11400.0,11600.0,11600.0,11600.0,11600.0,11700.0,11600.0,11500.0,11700.0,11500.0,11500.0,11500.0,11600.0,11500.0,11700.0,11700.0,11600.0,11500.0,11600.0,11700.0,11600.0,11600.0,11500.0
1_9,22300.0,11600.0,11600.0,11600.0,11500.0,11700.0,11500.0,11500.0,11700.0,11700.0,11400.0,11500.0,11700.0,11600.0,11600.0,11500.0,11700.0,11700.0,11700.0,11700.0,11500.0,11600.0,11600.0,11700.0,11600.0,11500.0,11600.0,11700.0,11700.0,11500.0,11600.0,11700.0,11600.0,11500.0,11500.0,11700.0,11500.0,11500.0,11500.0,11600.0,11600.0,11600.0,11600.0,11600.0,11700.0,11600.0,11500.0,11600.0,11700.0,11600.0,11600.0,11700.0,11600.0,11600.0,11700.0,11600.0,11600.0,11600.0,11600.0,11600.0
1_9,21300.0,11600.0,11700.0,11600.0,11600.0,11700.0,11600.0,11600.0,11500.0,11700.0,11600.0,11500.0,11500.0,11500.0,11500.0,11600.0,11500.0,11500.0,11700.0,11700.0,11500.0,11700.0,11700.0,11500.0,11700.0,11500.0,11500.0,11600.0,11700.0,11600.0,11700.0,11600.0,11600.0,11600.0,11600.0,11600.0,11600.0,11500.0,11500.0,11600.0,11600.0,11700.0,11700.0,11600.0,11600.0,11600.0,11500.0,11600.0,11700.0,11600.0,11600.0,11700.0,11600.0,11500.0,11600.0,11600.0,11600.0,11500.0,11700.0,11600.0
