application,topology,latency_ms
NetViews,Cisco 1 Site,7.164424342105264
ifwd,Cisco 1 Site,4.764555921052632
NetViews,Cisco 2 Sites,21.22203947368421
ifwd,Cisco 2 Sites,13.72796052631579
NetViews,Ministanford 1 Site,6.738471076579214
ifwd,Ministanford 1 Site,4.529998403491033
NetViews,Ministanford 2 Sites,17.735979990420947
ifwd,Ministanford 2 Sites,11.894151455484009
