application,topology,latency_ms
NetViews,Cisco 1 Site,0.07680410905441569
ifwd,Cisco 1 Site,0.07328136150758252
NetViews,Cisco 2 Sites,105.0768008474576
ifwd,Cisco 2 Sites,105.05104259589652
NetViews,Ministanford 1 Site,0.10118020346920495
ifwd,Ministanford 1 Site,0.10261539377397581
NetViews,Ministanford 2 Sites,105.02184872130455
ifwd,Ministanford 2 Sites,105.00962505490817
