application,topology,latency_ms
NetViews,Cisco 1 Site,7.851513157894737
ifwd,Cisco 1 Site,4.906858552631579
NetViews,Cisco 2 Sites,13.1278125
ifwd,Cisco 2 Sites,3.503059210526316
NetViews,Ministanford 1 Site,6.061052099409292
ifwd,Ministanford 1 Site,4.583017934117396
NetViews,Ministanford 2 Sites,8.748239050609333
ifwd,Ministanford 2 Sites,1.7259235804374435
